
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2014-05-16T08:27:14PDT



Main Information Table for Searching NED within 75.000 arcmin of 48.563938, -67.592281



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
11915|MRSS 082-067830| 47.03340 | -66.53023 |G||||20.4r| 73.082|0|0|0|0|0|0|0
11916|APMUKS(BJ) B031746.90-663728.4| 49.59938 | -66.44323 |*Cl||||22.8B| 73.084|1|0|4|1|0|0|0
11917|APMUKS(BJ) B031311.61-663335.2| 48.46085 | -66.37477 |G||||20.00| 73.090|0|0|1|1|0|0|0
11918|GALEXASC J031753.73-662537.0  | 49.47391 | -66.42695 |UvS||||     | 73.098|0|0|4|0|0|0|0
11919|MRSS 082-081232| 46.28025 | -66.75558 |G||||20.0r| 73.106|0|0|0|0|0|0|0
11920|GALEXASC J032008.20-663101.1  | 50.03419 | -66.51699 |UvS||||     | 73.107|0|0|4|0|0|0|0
11921|2MASX J03270284-6738027| 51.76171 | -67.63408 |G||||17.1r| 73.109|0|0|13|0|0|2|0
11922|APMUKS(BJ) B031748.96-663726.8| 49.60663 | -66.44361 |*Cl||||20.6B| 73.118|1|0|4|1|0|0|0
11923|GALEXASC J032531.20-681139.3  | 51.38003 | -68.19426 |UvS||||     | 73.120|0|0|4|0|0|0|0
11924|GALEXASC J030140.54-672401.4  | 45.41896 | -67.40041 |UvS||||     | 73.127|0|0|4|0|0|0|0
11925|GALEXASC J032252.04-683028.2  | 50.71685 | -68.50784 |UvS||||     | 73.129|0|0|3|0|0|0|0
11926|GALEXASC J030757.68-663219.6  | 46.99035 | -66.53879 |UvS||||     | 73.132|0|0|4|0|0|0|0
11927|GALEXASC J030639.00-683500.4  | 46.66250 | -68.58346 |UvS||||     | 73.133|0|0|4|0|0|0|0
11928|GALEXASC J031654.50-662403.5  | 49.22711 | -66.40100 |UvS||||     | 73.148|0|0|3|0|0|0|0
11929|GALEXASC J032622.37-671341.4  | 51.59324 | -67.22819 |UvS||||     | 73.148|0|0|4|0|0|0|0
11930|MRSS 054-115789| 49.20266 | -68.78816 |G||||18.4r| 73.150|0|0|0|0|0|0|0
11931|2MASX J03250186-6816208| 51.25775 | -68.27239 |G||||17.1r| 73.152|0|0|9|0|0|2|0
11932|GALEXASC J032410.03-665022.7  | 51.04183 | -66.83965 |UvS||||     | 73.163|0|0|3|0|0|0|0
11933|MRSS 053-005462| 45.37788 | -67.50511 |G||||17.0r| 73.184|0|0|0|0|0|0|0
11934|GALEXASC J032200.15-683429.6  | 50.50065 | -68.57490 |UvS||||     | 73.185|0|0|4|0|0|0|0
11935|GALEXASC J030349.66-681915.2  | 45.95692 | -68.32089 |UvS||||     | 73.186|0|0|4|0|0|0|0
11936|GALEXASC J031711.07-684654.4  | 49.29617 | -68.78136 |G||||18.2r| 73.187|0|0|4|0|0|0|0
11937|GALEXASC J031929.68-684238.1  | 49.87370 | -68.71059 |UvS||||     | 73.191|0|0|4|0|0|0|0
11938|NGC 1313:[SL2011] 1_077| 49.63200 | -66.44569 |*Cl||||19.2B| 73.201|1|0|3|0|0|0|0
11939|GALEXASC J030237.42-670628.2  | 45.65595 | -67.10784 |UvS||||     | 73.201|0|0|3|0|0|0|0
11940|GALEXASC J032313.51-682843.0  | 50.80631 | -68.47861 |UvS||||     | 73.207|0|0|3|0|0|0|0
11941|MRSS 053-005091| 45.40167 | -67.43094 |G||||19.1r| 73.208|0|0|0|0|0|0|0
11942|GALEXASC J032223.40-663944.9  | 50.59754 | -66.66250 |UvS||||     | 73.214|0|0|3|0|0|0|0
11943|GALEXASC J030412.34-665117.6  | 46.05120 | -66.85509 |G||||19.66| 73.224|0|0|5|1|0|0|0
11944|GALEXASC J032519.61-681347.3  | 51.33173 | -68.22983 |UvS||||     | 73.224|0|0|4|0|0|0|0
11945|MRSS 082-060413| 47.45169 | -66.45161 |G||||19.9r| 73.228|0|0|0|0|0|0|0
11946|GALEXASC J031731.80-684627.2  | 49.38254 | -68.77424 |UvS||||     | 73.228|0|0|4|0|0|0|0
11947|GALEXASC J032652.82-672452.7  | 51.72011 | -67.41466 |UvS||||     | 73.230|0|0|4|0|0|0|0
11948|MRSS 054-103142| 50.23157 | -68.64281 |G||||19.0r| 73.231|0|0|0|0|0|0|0
11949|GALEXASC J030132.07-672837.7  | 45.38363 | -67.47715 |UvS||||     | 73.235|0|0|4|0|0|0|0
11950|GALEXASC J032703.51-674029.2  | 51.76465 | -67.67481 |UvS||||     | 73.237|0|0|3|0|0|0|0
11951|MRSS 083-175874| 50.65155 | -66.67994 |G||||19.1r| 73.239|0|0|0|0|0|0|0
11952|GALEXASC J032439.92-681929.3  | 51.16635 | -68.32482 |UvS||||     | 73.240|0|0|4|0|0|0|0
11953|GALEXASC J032701.40-673108.2  | 51.75583 | -67.51896 |UvS||||     | 73.241|0|0|4|0|0|0|0
11954|MRSS 054-137376| 47.42568 | -68.73727 |G||||19.2r| 73.242|0|0|0|0|0|0|0
11955|GALEXASC J030812.13-663123.9  | 47.05056 | -66.52333 |UvS||||     | 73.251|0|0|4|0|0|0|0
11956|GALEXASC J031808.00-662553.5  | 49.53336 | -66.43154 |UvS||||     | 73.253|0|0|4|0|0|0|0
11957|2MASX J03220560-6638172| 50.52325 | -66.63806 |G||||17.3r| 73.259|0|0|9|0|0|2|0
11958|MRSS 054-114010| 49.34600 | -68.77819 |G||||19.6r| 73.259|0|0|0|0|0|0|0
11959|MRSS 082-083725| 46.15109 | -66.80680 |G||||20.0r| 73.262|0|0|0|0|0|0|0
11960|GALEXASC J031628.02-662325.7  | 49.11677 | -66.39047 |UvS||||     | 73.264|0|0|3|0|0|0|0
11961|MRSS 082-040503| 48.60871 | -66.37128 |G||||19.6r| 73.267|0|0|0|0|0|0|0
11962|GALEXASC J031213.02-684755.5  | 48.05426 | -68.79877 |UvS||||     | 73.274|0|0|4|0|0|0|0
11963|GALEXASC J030623.72-663821.5  | 46.59884 | -66.63931 |UvS||||     | 73.284|0|0|4|0|0|0|0
11964|MRSS 083-167297| 51.06840 | -66.84933 |G||||18.0r| 73.286|0|0|0|0|0|0|0
11965|GALEXASC J032448.53-665511.1  | 51.20223 | -66.91976 |UvS||||     | 73.296|0|0|4|0|0|0|0
11966|GALEXASC J032704.19-674110.8  | 51.76593 | -67.68730 |G||||17.6r| 73.301|0|0|3|0|0|0|0
11967|MRSS 054-096530| 50.77499 | -68.49191 |G||||19.0r| 73.302|0|0|0|0|0|0|0
11968|GALEXASC J030948.78-684431.4  | 47.45326 | -68.74208 |UvS||||     | 73.302|0|0|4|0|0|0|0
11969|MRSS 054-144885| 46.78225 | -68.61767 |G||||19.0r| 73.303|0|0|0|0|0|0|0
11970|GALEXASC J030834.51-663011.5  | 47.14383 | -66.50320 |UvS||||     | 73.303|0|0|3|0|0|0|0
11971|GALEXASC J032704.63-673927.0  | 51.76931 | -67.65752 |UvS||||     | 73.307|0|0|4|0|0|0|0
11972|GALEXASC J032506.81-681555.0  | 51.27840 | -68.26528 |UvS||||     | 73.310|0|0|3|0|0|0|0
11973|GALEXASC J032627.49-671439.6  | 51.61455 | -67.24435 |UvS||||     | 73.312|0|0|4|0|0|0|0
11974|MRSS 053-006008| 45.37597 | -67.75608 |G||||19.0r| 73.315|0|0|0|0|0|0|0
11975|GALEXASC J032511.41-665834.9  | 51.29754 | -66.97636 |UvS||||     | 73.320|0|0|4|0|0|0|0
11976|MRSS 054-145550| 46.72584 | -68.60420 |G||||19.8r| 73.333|0|0|0|0|0|0|0
11977|MRSS 054-161481| 45.68343 | -67.08010 |G||||19.1r| 73.335|0|0|0|0|0|0|0
11978|MRSS 082-046761| 48.24544 | -66.37631 |G||||19.7r| 73.340|0|0|0|0|0|0|0
11979|GALEXASC J031112.89-684653.8  | 47.80374 | -68.78163 |UvS||||     | 73.345|0|0|4|0|0|0|0
11980|GALEXASC J031550.87-684820.6  | 48.96197 | -68.80574 |UvS||||     | 73.345|0|0|3|0|0|0|0
11981|GALEXASC J031913.02-662810.4  | 49.80428 | -66.46958 |UvS||||     | 73.352|0|0|3|0|0|0|0
11982|MRSS 082-065805| 47.15066 | -66.50091 |G||||19.0r| 73.355|0|0|0|0|0|0|0
11983|GALEXASC J032343.42-682605.0  | 50.93234 | -68.43430 |G||||19.5r| 73.359|0|0|4|0|0|0|0
11984|GALEXASC J032703.63-673221.6  | 51.76516 | -67.53935 |UvS||||     | 73.360|0|0|4|0|0|0|0
11985|GALEXASC J030400.69-665233.8  | 46.00289 | -66.87592 |G||||19.82| 73.361|0|0|5|1|0|0|0
11986|GALEXASC J030527.78-682952.0  | 46.36578 | -68.49778 |UvS||||     | 73.362|0|0|3|0|0|0|0
11987|MRSS 054-115813| 49.19907 | -68.79204 |G||||19.4r| 73.363|0|0|0|0|0|0|0
11988|MRSS 082-080075| 46.34260 | -66.72517 |G||||19.6r| 73.364|0|0|0|0|0|0|0
11989|MRSS 054-157666| 45.73421 | -68.19390 |G||||18.0r| 73.377|0|0|0|0|0|0|0
11990|GALEXASC J031743.76-662507.6  | 49.43358 | -66.41741 |G||||19.2r| 73.378|0|0|4|0|0|0|0
11991|GALEXASC J032100.54-663339.7  | 50.25227 | -66.56105 |UvS||||     | 73.378|0|0|4|0|0|0|0
11992|GALEXASC J030409.06-665127.2  | 46.03777 | -66.85756 |UvS||||     | 73.381|0|0|3|0|0|0|0
11993|MRSS 082-086050| 46.02219 | -66.86533 |G||||19.9r| 73.385|0|0|0|0|0|0|0
11994|GALEXASC J032554.25-670614.4  | 51.47608 | -67.10402 |UvS||||     | 73.385|0|0|3|0|0|0|0
11995|APMUKS(BJ) B030305.31-670607.2| 45.94173 | -66.90801 |G||||19.16| 73.389|0|0|1|1|0|0|0
11996|GALEXASC J032029.36-663149.0  | 50.12234 | -66.53029 |UvS||||     | 73.400|0|0|4|0|0|0|0
11997|GALEXASC J030703.35-683654.9  | 46.76396 | -68.61528 |UvS||||     | 73.407|0|0|4|0|0|0|0
11998|APMUKS(BJ) B030046.89-674752.6| 45.35346 | -67.60193 |G||||19.94| 73.408|0|0|1|1|0|0|0
11999|GALEXASC J032705.96-673804.6  | 51.77485 | -67.63463 |UvS||||     | 73.409|0|0|4|0|0|0|0
12000|GALEXASC J031526.73-684838.7  | 48.86138 | -68.81077 |UvS||||     | 73.409|0|0|4|0|0|0|0
12001|GALEXASC J031751.39-662513.2  | 49.46413 | -66.42034 |UvS||||     | 73.412|0|0|4|0|0|0|0
12002|GALEXASC J032530.39-670135.3  | 51.37664 | -67.02648 |UvS||||     | 73.412|0|0|4|0|0|0|0
12003|MRSS 082-085812| 46.03320 | -66.85898 |G||||18.3r| 73.413|0|0|0|0|0|0|0
12004|GALEXASC J032639.62-675622.4  | 51.66509 | -67.93956 |UvS||||     | 73.416|0|0|3|0|0|0|0
12005|GALEXASC J030126.29-673231.7  | 45.35926 | -67.54209 |G||||19.47| 73.428|0|0|5|1|0|0|0
12006|GALEXASC J032057.98-663326.6  | 50.24160 | -66.55739 |UvS||||     | 73.431|0|0|3|0|0|0|0
12007|MRSS 082-050383| 48.03572 | -66.38595 |G||||19.9r| 73.432|0|0|0|0|0|0|0
12008|APMUKS(BJ) B030055.14-673737.2| 45.39160 | -67.43111 |G||||20.35| 73.435|0|0|1|1|0|0|0
12009|GALEXASC J032326.09-664507.9  | 50.85872 | -66.75222 |UvS||||     | 73.435|0|0|4|0|0|0|0
12010|GALEXASC J030224.81-680538.9  | 45.60342 | -68.09417 |UvS||||     | 73.439|0|0|3|0|0|0|0
12011|MRSS 054-098919| 50.58099 | -68.55736 |G||||18.7r| 73.443|0|0|0|0|0|0|0
12012|MRSS 082-025884| 49.45539 | -66.41875 |G||||20.2r| 73.445|0|0|0|0|0|0|0
12013|GALEXASC J032424.06-665138.6  | 51.10028 | -66.86074 |UvS||||     | 73.453|0|0|3|0|0|0|0
12014|APMUKS(BJ) B030312.62-670459.9| 45.97237 | -66.88942 |G||||20.40| 73.455|0|0|1|1|0|0|0
12015|GALEXASC J030353.53-682013.1  | 45.97307 | -68.33698 |UvS||||     | 73.461|0|0|4|0|0|0|0
12016|GALEXASC J032441.52-681939.9  | 51.17302 | -68.32777 |UvS||||     | 73.463|0|0|4|0|0|0|0
12017|MRSS 054-105604| 50.03057 | -68.68846 |G||||18.3r| 73.475|0|0|0|0|0|0|0
12018|MRSS 082-083414| 46.16813 | -66.79372 |G||||19.0r| 73.480|0|0|0|0|0|0|0
12019|CXO J031821.9-662606| 49.59136 | -66.43511 |XrayS||||     | 73.483|2|0|2|0|0|0|0
12020|GALEXASC J032437.17-682015.6  | 51.15488 | -68.33768 |UvS||||     | 73.487|0|0|3|0|0|0|0
12021|GALEXASC J030158.47-671531.0  | 45.49365 | -67.25863 |UvS||||     | 73.489|0|0|4|0|0|0|0
12022|GALEXASC J030306.54-681335.9  | 45.77725 | -68.22665 |UvS||||     | 73.492|0|0|4|0|0|0|0
12023|GALEXASC J031758.30-662520.4  | 49.49292 | -66.42235 |UvS||||     | 73.493|0|0|4|0|0|0|0
12024|MRSS 054-119701| 48.88386 | -68.81147 |G||||19.5r| 73.498|0|0|0|0|0|0|0
12025|GALEXASC J030639.84-683531.7  | 46.66602 | -68.59216 |UvS||||     | 73.507|0|0|4|0|0|0|0
12026|GALEXASC J032524.22-681338.6  | 51.35027 | -68.22746 |G||||18.6r| 73.509|0|0|4|0|0|0|0
12027|MRSS 054-086066| 51.64341 | -67.97379 |G||||18.2r| 73.509|0|0|0|0|0|0|0
12028|GALEXASC J030206.32-680121.2  | 45.52637 | -68.02256 |UvS||||     | 73.513|0|0|4|0|0|0|0
12029|MRSS 082-079791| 46.35782 | -66.71582 |G||||19.8r| 73.522|0|0|0|0|0|0|0
12030|2XMM J032045.6-663237| 50.19010 | -66.54328 |XrayS||||     | 73.525|0|0|0|0|0|0|0
12031|GALEXASC J030146.72-671924.9  | 45.44468 | -67.32361 |UvS||||     | 73.528|0|0|3|0|0|0|0
12032|GALEXASC J032707.05-673913.1  | 51.77940 | -67.65366 |UvS||||     | 73.532|0|0|4|0|0|0|0
12033|GALEXASC J030905.55-684311.5  | 47.27316 | -68.71989 |UvS||||     | 73.534|0|0|4|0|0|0|0
12034|MRSS 054-113718| 49.37192 | -68.78060 |G||||19.2r| 73.538|0|0|0|0|0|0|0
12035|SUMSS J030345-665415| 45.94046 | -66.90439 |RadioS|||| 1.78| 73.539|1|0|2|0|0|0|0
12036|GALEXASC J032707.10-673930.5  | 51.77959 | -67.65850 |UvS||||     | 73.543|0|0|4|0|0|0|0
12037|GALEXASC J032555.49-670606.8  | 51.48124 | -67.10191 |UvS||||     | 73.547|0|0|4|0|0|0|0
12038|GALEXASC J030635.90-683519.7  | 46.65019 | -68.58875 |G||||19.2r| 73.548|0|0|4|0|0|0|0
12039|APMUKS(BJ) B030045.44-674729.7| 45.34762 | -67.59555 |G||||19.36| 73.550|0|0|1|1|0|0|0
12040|GALEXASC J032656.21-674954.2  | 51.73424 | -67.83173 |UvS||||     | 73.550|0|0|3|0|0|0|0
12041|GALEXASC J032703.59-672951.0  | 51.76445 | -67.49824 |G||||17.8r| 73.555|0|0|4|0|0|0|0
12042|MRSS 054-158314| 45.67921 | -68.16068 |G||||18.3r| 73.557|0|0|0|0|0|0|0
12043|GALEXASC J032002.04-663011.6  | 50.00853 | -66.50323 |UvS||||     | 73.563|0|0|4|0|0|0|0
12044|GALEXASC J032557.53-680743.8  | 51.48972 | -68.12884 |UvS||||     | 73.564|0|0|4|0|0|0|0
12045|MRSS 082-056039| 47.70349 | -66.41316 |G||||20.1r| 73.565|0|0|0|0|0|0|0
12046|MRSS 054-132772| 47.80228 | -68.78533 |G||||17.5r| 73.568|0|0|0|0|0|0|0
12047|MRSS 082-021634| 49.70602 | -66.44994 |G||||20.5r| 73.573|0|0|0|0|0|0|0
12048|GALEXASC J032035.36-684002.6  | 50.14735 | -68.66742 |UvS||||     | 73.573|0|0|4|0|0|0|0
12049|GALEXASC J030153.65-675751.7  | 45.47356 | -67.96438 |UvS||||     | 73.584|0|0|3|0|0|0|0
12050|GALEXASC J030236.00-680826.6  | 45.65109 | -68.14021 |G||||17.0r| 73.589|0|0|4|0|0|0|0
12051|MRSS 054-158528| 45.66179 | -68.14861 |G||||19.0r| 73.590|0|0|0|0|0|0|0
12052|GALEXASC J031707.42-684722.3  | 49.28175 | -68.78953 |G||||19.4r| 73.594|0|0|4|0|0|0|0
12053|MRSS 054-084484| 51.77884 | -67.56046 |G||||17.6r| 73.596|0|0|0|0|0|0|0
12054|GALEXASC J030439.54-682539.8  | 46.16478 | -68.42774 |UvS||||     | 73.598|0|0|4|0|0|0|0
12055|MRSS 054-104414| 50.13105 | -68.67127 |G||||19.1r| 73.600|0|0|0|0|0|0|0
12056|GALEXASC J030753.42-663201.6  | 46.97344 | -66.53348 |G||||19.8r| 73.608|0|0|4|0|0|0|0
12057|GALEXASC J030210.28-671146.4  | 45.54286 | -67.19624 |UvS||||     | 73.608|0|0|4|0|0|0|0
12058|GALEXASC J032509.75-681604.4  | 51.29063 | -68.26790 |UvS||||     | 73.624|0|0|3|0|0|0|0
12059|GALEXASC J032507.75-681622.3  | 51.28233 | -68.27287 |UvS||||     | 73.628|0|0|4|0|0|0|0
12060|GALEXASC J030647.26-683610.0  | 46.69709 | -68.60284 |G||||19.2r| 73.629|0|0|4|0|0|0|0
12061|APMUKS(BJ) B030054.14-673656.2| 45.38774 | -67.41971 |G||||18.63| 73.633|0|0|1|1|0|0|0
12062|GALEXASC J031904.12-662735.7  | 49.76920 | -66.45864 |G||||19.1r| 73.639|0|0|4|0|0|0|0
12063|MRSS 054-096951| 50.73794 | -68.51228 |G||||20.1r| 73.639|0|0|0|0|0|0|0
12064|GALEXASC J030434.19-664804.1  | 46.14247 | -66.80114 |UvS||||     | 73.639|0|0|3|0|0|0|0
12065|MRSS 083-168053| 51.03300 | -66.82296 |G||||18.8r| 73.641|0|0|0|0|0|0|0
12066|GALEXASC J032634.43-675852.5  | 51.64348 | -67.98127 |UvS||||     | 73.641|0|0|3|0|0|0|0
12067|GALEXASC J030822.98-684129.5  | 47.09577 | -68.69153 |UvS||||     | 73.654|0|0|4|0|0|0|0
12068|MRSS 082-048876| 48.12333 | -66.37683 |G||||19.9r| 73.655|0|0|0|0|0|0|0
12069|APMUKS(BJ) B031603.50-663412.9| 49.17153 | -66.38785 |G||||19.10| 73.656|0|0|1|1|0|0|0
12070|GALEXASC J032144.83-683605.5  | 50.43662 | -68.60220 |G||||19.8r| 73.672|0|0|3|0|0|0|0
12071|GALEXASC J032051.27-683920.4  | 50.21569 | -68.65494 |G||||18.3r| 73.675|0|0|3|0|0|0|0
12072|GALEXASC J030329.70-665618.4  | 45.87376 | -66.93847 |UvS||||     | 73.680|0|0|4|0|0|0|0
12073|MRSS 054-132620| 47.81119 | -68.78805 |G||||19.9r| 73.681|0|0|0|0|0|0|0
12074|GALEXASC J030333.32-681756.5  | 45.88887 | -68.29905 |UvS||||     | 73.681|0|0|4|0|0|0|0
12075|GALEXASC J030210.83-680301.6  | 45.54516 | -68.05045 |UvS||||     | 73.684|0|0|4|0|0|0|0
12076|GALEXASC J032439.92-682015.1  | 51.16637 | -68.33755 |UvS||||     | 73.688|0|0|4|0|0|0|0
12077|GALEXASC J031812.97-662535.5  | 49.55406 | -66.42654 |UvS||||     | 73.691|0|0|4|0|0|0|0
12078|GALEXASC J031746.12-662446.1  | 49.44217 | -66.41281 |UvS||||     | 73.700|0|0|4|0|0|0|0
12079|GALEXASC J032705.94-673049.4  | 51.77478 | -67.51374 |UvS||||     | 73.702|0|0|4|0|0|0|0
12080|MRSS 054-102478| 50.28046 | -68.64109 |G||||18.9r| 73.706|0|0|0|0|0|0|0
12081|MRSS 054-098966| 50.57697 | -68.56441 |G||||18.4r| 73.718|0|0|0|0|0|0|0
12082|GALEXASC J030216.00-680428.0  | 45.56809 | -68.07445 |G||||20.35| 73.723|0|0|5|1|0|0|0
12083|APMUKS(BJ) B030620.57-664633.6| 46.75629 | -66.58487 |G||||19.15| 73.726|0|0|1|1|0|0|0
12084|MRSS 082-049956| 48.06070 | -66.37925 |G||||19.8r| 73.732|0|0|0|0|0|0|0
12085|GALEXASC J030457.05-664528.3  | 46.23775 | -66.75788 |UvS||||     | 73.733|0|0|4|0|0|0|0
12086|2MASXi J0306279-683500| 46.61671 | -68.58347 |G||||18.1r| 73.735|0|0|0|0|0|0|0
12087|APMUKS(BJ) B031706.05-663532.0| 49.42974 | -66.41078 |G||||20.40| 73.737|0|0|1|1|0|0|0
12088|GALEXASC J030440.63-682559.1  | 46.16930 | -68.43310 |UvS||||     | 73.739|0|0|4|0|0|0|0
12089|GALEXASC J031013.34-684546.2  | 47.55560 | -68.76284 |UvS||||     | 73.744|0|0|3|0|0|0|0
12090|GALEXASC J032628.15-671328.7  | 51.61729 | -67.22465 |UvS||||     | 73.745|0|0|3|0|0|0|0
12091|MRSS 083-183163| 50.25822 | -66.55520 |G||||19.1r| 73.751|0|0|0|0|0|0|0
12092|GALEXASC J032328.05-664452.7  | 50.86690 | -66.74798 |UvS||||     | 73.752|0|0|4|0|0|0|0
12093|MRSS 054-087285| 51.54954 | -68.08524 |G||||17.9r| 73.753|0|0|0|0|0|0|0
12094|GALEXASC J031946.94-684231.9  | 49.94561 | -68.70886 |UvS||||     | 73.754|0|0|3|0|0|0|0
12095|GALEXASC J030431.99-664808.1  | 46.13332 | -66.80226 |UvS||||     | 73.758|0|0|3|0|0|0|0
12096|GALEXASC J030130.61-672549.0  | 45.37756 | -67.43030 |UvS||||     | 73.762|0|0|4|0|0|0|0
12097|GALEXASC J030801.15-663124.5  | 47.00482 | -66.52349 |UvS||||     | 73.765|0|0|3|0|0|0|0
12098|MRSS 082-089279| 45.84452 | -66.95341 |G||||20.1r| 73.768|0|0|0|0|0|0|0
12099|GALEXASC J032101.11-663314.2  | 50.25467 | -66.55397 |UvS||||     | 73.769|0|0|3|0|0|0|0
12100|GALEXASC J031335.04-684911.7  | 48.39657 | -68.82022 |G||||18.2r| 73.771|0|0|4|0|0|0|0
12101|GALEXASC J030826.19-663004.5  | 47.10913 | -66.50127 |UvS||||     | 73.778|0|0|3|0|0|0|0
12102|GALEXASC J032243.18-664039.8  | 50.67992 | -66.67775 |UvS||||     | 73.779|0|0|3|0|0|0|0
12103|APMUKS(BJ) B030157.82-681944.5| 45.63349 | -68.13401 |G||||20.40| 73.789|0|0|1|1|0|0|0
12104|GALEXASC J031820.51-662544.0  | 49.58546 | -66.42891 |UvS||||     | 73.790|0|0|4|0|0|0|0
12105|GALEXASC J032634.63-675919.4  | 51.64430 | -67.98873 |UvS||||     | 73.791|0|0|4|0|0|0|0
12106|MRSS 082-081739| 46.25580 | -66.74902 |G||||18.5r| 73.796|0|0|0|0|0|0|0
12107|GALEXASC J030127.84-672722.1  | 45.36600 | -67.45614 |UvS||||     | 73.798|0|0|3|0|0|0|0
12108|GALEXASC J032445.62-665353.8  | 51.19011 | -66.89830 |UvS||||     | 73.803|0|0|4|0|0|0|0
12109|GALEXASC J032513.25-681553.0  | 51.30564 | -68.26467 |G||||18.7r| 73.804|0|0|4|0|0|0|0
12110|GALEXASC J030623.79-663741.7  | 46.59913 | -66.62826 |UvS||||     | 73.805|0|0|3|0|0|0|0
12111|GALEXASC J031730.68-684704.8  | 49.37785 | -68.78469 |UvS||||     | 73.808|0|0|3|0|0|0|0
12112|GALEXASC J030258.32-681301.5  | 45.74437 | -68.21587 |G||||19.5r| 73.810|0|0|4|0|0|0|0
12113|GALEXASC J030803.70-684044.4  | 47.01542 | -68.67902 |UvS||||     | 73.811|0|0|4|0|0|0|0
12114|GALEXASC J031752.42-662450.0  | 49.46842 | -66.41389 |UvS||||     | 73.812|0|0|4|0|0|0|0
12115|GALEXASC J032347.20-682623.1  | 50.94667 | -68.43975 |UvS||||     | 73.813|0|0|4|0|0|0|0
12116|GALEXASC J032459.81-681750.5  | 51.24922 | -68.29738 |UvS||||     | 73.814|0|0|3|0|0|0|0
12117|GALEXASC J031733.09-662417.5  | 49.38789 | -66.40487 |UvS||||     | 73.816|0|0|4|0|0|0|0
12118|MRSS 054-109435| 49.72133 | -68.74512 |G||||19.4r| 73.830|0|0|0|0|0|0|0
12119|APMUKS(BJ) B030818.00-663950.4| 47.24433 | -66.47461 |G||||20.17| 73.831|0|0|1|1|0|0|0
12120|MRSS 053-006153| 45.37014 | -67.80604 |G||||19.0r| 73.831|0|0|0|0|0|0|0
12121|APMUKS(BJ) B031234.74-663304.6| 48.30856 | -66.36572 |G||||19.81| 73.837|0|0|1|1|0|0|0
12122|GALEXASC J032710.12-673500.6  | 51.79217 | -67.58352 |UvS||||     | 73.842|0|0|4|0|0|0|0
12123|MRSS 083-161812| 51.35332 | -66.99573 |G||||18.7r| 73.846|0|0|0|0|0|0|0
12124|GALEXASC J030208.55-671131.8  | 45.53566 | -67.19218 |UvS||||     | 73.849|0|0|4|0|0|0|0
12125|GALEXASC J032438.75-682040.4  | 51.16149 | -68.34456 |UvS||||     | 73.850|0|0|4|0|0|0|0
12126|MRSS 054-158769| 45.64052 | -68.14233 |G||||19.8r| 73.857|0|0|0|0|0|0|0
12127|MRSS 082-067343| 47.05871 | -66.51015 |G||||20.2r| 73.857|0|0|0|0|0|0|0
12128|GALEXASC J032104.75-663321.5  | 50.26980 | -66.55598 |UvS||||     | 73.857|0|0|3|0|0|0|0
12129|GALEXASC J030609.12-663846.2  | 46.53804 | -66.64617 |UvS||||     | 73.858|0|0|4|0|0|0|0
12130|GALEXASC J030131.63-672438.3  | 45.38183 | -67.41065 |UvS||||     | 73.860|0|0|4|0|0|0|0
12131|GALEXASC J030148.95-671718.7  | 45.45399 | -67.28855 |UvS||||     | 73.861|0|0|4|0|0|0|0
12132|GALEXASC J031914.50-662741.0  | 49.81045 | -66.46140 |UvS||||     | 73.862|0|0|4|0|0|0|0
12133|GALEXASC J030355.94-665219.4  | 45.98312 | -66.87206 |UvS||||     | 73.873|0|0|3|0|0|0|0
12134|GALEXASC J030127.65-674756.8  | 45.36544 | -67.79912 |G||||20.40| 73.876|0|0|5|1|0|0|0
12135|GALEXASC J030424.81-682432.0  | 46.10338 | -68.40890 |UvS||||     | 73.877|0|0|3|0|0|0|0
12136|GALEXASC J032059.81-663301.8  | 50.24925 | -66.55051 |UvS||||     | 73.879|0|0|4|0|0|0|0
12137|MRSS 083-173764| 50.75702 | -66.70232 |G||||19.6r| 73.902|0|0|0|0|0|0|0
12138|GALEXASC J031808.57-662513.3  | 49.53574 | -66.42036 |UvS||||     | 73.910|0|0|3|0|0|0|0
12139|MRSS 054-157166| 45.76772 | -68.23452 |G||||17.8r| 73.912|0|0|0|0|0|0|0
12140|2XMM J031751.4-662439| 49.46244 | -66.41141 |XrayS||||     | 73.915|0|0|0|0|0|0|0
12141|GALEXASC J031340.27-684922.8  | 48.41780 | -68.82300 |UvS||||     | 73.915|0|0|3|0|0|0|0
12142|GALEXASC J032710.30-673331.1  | 51.79294 | -67.55867 |UvS||||     | 73.924|0|0|3|0|0|0|0
12143|GALEXASC J031800.88-662457.8  | 49.50367 | -66.41606 |UvS||||     | 73.929|0|0|3|0|0|0|0
12144|MRSS 054-144199| 46.83627 | -68.64298 |G||||17.3r| 73.932|0|0|0|0|0|0|0
